2.6168	2.7021	2.7143	2.7143	2.7514	2.7514	2.7514	2.7514	2.7514	2.7514	2.7888	2.7888	2.7888	2.7888	2.7888	2.7922	2.7922	2.7922	2.8288	2.8288	2.8509	2.8509	2.8509	2.8509	2.8509	2.8509	2.8509	2.8509	2.8509	2.8509	2.8509	2.8509	2.8509	2.8509	2.8509	2.8509	2.8509	2.8509	2.8509	2.8509	2.8509	2.8509	2.8509	2.8509	2.8509	2.8509	2.8509	2.8509	2.8509	2.8509	2.8509	2.8509	2.8509	2.8509	2.8509	2.8509	2.8509	2.8509	2.8509	2.8509	2.8509	2.8509	2.8509	2.8509	2.8509	2.8509	2.8509	2.8509	2.8509	2.8509	2.8509	2.8509	2.8509	2.8509	2.8509	2.8509	2.8509	2.8509	2.8509	2.8509	2.8509	2.8509	2.8509	2.8509	2.8509	2.8509	2.8509	2.8509	2.8509	2.8509	2.8509	2.8509	2.8509	2.8509	2.8509	2.8509	2.8509	2.8509	2.8509	2.8509
191.9479	165.3252	174.2027	167.5103	171.3850	167.3380	167.3862	162.1455	171.0733	162.2288	165.1676	158.4978	157.2492	154.0240	165.9989	169.0290	168.6449	175.0200	175.6017	164.3211	168.1291	155.6378	165.0568	153.8408	158.8843	155.3586	157.5616	159.4397	141.4588	161.9496	152.2748	151.6529	160.1477	155.9344	166.7122	158.7305	161.6100	147.4754	161.7173	157.9042	163.2364	163.9860	159.9400	166.0974	164.8402	156.0222	163.4588	156.3346	155.6517	165.8991	159.5357	162.4049	163.9777	166.0145	165.6125	156.0800	161.2629	167.1333	160.9568	161.9197	161.9738	156.8905	162.5534	161.6102	163.6389	170.6212	166.6314	162.3797	159.8743	164.2233	160.9119	160.8170	162.3383	170.6291	173.7846	160.7044	156.5960	162.8308	161.8616	151.7769	160.8026	158.0220	161.8910	162.7991	169.6326	148.8054	157.3211	152.6012	158.5881	165.3835	161.6941	153.2141	155.6880	156.7262	163.0227	159.4819	159.1645	147.1797	169.0118	154.3937
50.0000	37.0000	37.0000	37.0000	37.0000	37.0000	37.0000	37.0000	37.0000	37.0000	37.0000	37.0000	37.0000	37.0000	37.0000	37.0000	37.0000	37.0000	37.0000	37.0000	37.0000	37.0000	37.0000	37.0000	37.0000	37.0000	37.0000	37.0000	37.0000	37.0000	37.0000	37.0000	37.0000	37.0000	37.0000	37.0000	37.0000	37.0000	37.0000	37.0000	37.0000	37.0000	37.0000	37.0000	37.0000	37.0000	37.0000	37.0000	37.0000	37.0000	37.0000	37.0000	37.0000	37.0000	37.0000	37.0000	37.0000	37.0000	37.0000	37.0000	37.0000	37.0000	37.0000	37.0000	37.0000	37.0000	37.0000	37.0000	37.0000	37.0000	37.0000	37.0000	37.0000	37.0000	37.0000	37.0000	37.0000	37.0000	37.0000	37.0000	37.0000	37.0000	37.0000	37.0000	37.0000	37.0000	37.0000	37.0000	37.0000	37.0000	37.0000	37.0000	37.0000	37.0000	37.0000	37.0000	37.0000	37.0000	37.0000	37.0000
229.5856	235.4702	251.1949	233.0057	246.3278	242.8526	243.0491	248.6826	245.6186	244.1447	250.7131	248.3758	237.7498	227.9859	252.3396	257.4683	252.5161	252.6648	289.6768	274.0111	266.2671	244.0644	251.9213	250.5274	243.6447	262.0708	252.1267	257.0383	257.6963	243.0111	250.3123	248.9628	252.8483	254.8053	253.7052	261.7613	248.5034	251.0587	244.5033	252.6824	257.8766	257.1852	254.9431	248.7720	253.3537	257.4042	255.2882	247.5864	249.4096	252.0984	251.4167	254.5323	254.1956	254.5919	265.0233	250.6614	245.7846	241.5746	247.4787	251.6230	262.1524	255.0110	266.3563	247.4362	250.8553	256.6302	262.8255	244.9472	253.9953	253.6382	255.7530	264.6097	263.7327	256.0620	261.8796	258.6248	265.6186	261.6249	264.7685	261.5052	257.5053	258.3394	261.1630	256.6704	253.0023	256.7611	261.2770	257.5841	260.5294	268.2045	260.0018	262.2086	258.0003	251.7782	257.7130	266.5848	261.5363	261.1959	266.9776	255.6911
153.3769	18.3395	17.6700	10.1409	14.3357	10.8007	22.1816	19.6312	21.2855	11.1519	19.9659	11.9707	9.6157	13.8103	19.9659	12.2146	21.9498	14.5988	16.1975	17.1372	7.6288	15.5501	22.5408	3.5519	16.1801	18.6343	20.1712	7.5077	5.0917	20.1712	9.5822	4.2337	12.4744	11.2987	10.6481	31.4849	10.3773	8.6629	20.2255	6.7894	8.5432	24.6035	20.3083	4.0558	16.7103	14.1416	22.9058	12.1133	8.7908	24.3311	9.6356	5.0930	10.6481	11.2987	10.6523	10.5008	8.0960	5.7555	4.9903	16.8000	17.3754	5.8506	22.7726	19.7608	12.1725	23.4313	24.3637	8.5233	21.2498	10.6481	16.1801	8.0960	19.7608	15.6711	10.6481	8.3056	4.1059	5.7555	8.7908	23.1697	4.8969	4.5716	19.3038	5.7687	5.4085	20.6838	5.9333	4.7718	6.7833	25.4869	5.2606	17.6527	11.6110	7.8286	19.1258	24.8249	4.5716	24.6816	19.5285	5.7555
11.1470	44.5592	44.7134	50.7368	49.6829	54.5201	54.8032	52.3220	50.9629	50.2143	52.1263	52.4703	51.2730	54.4362	52.4275	55.4368	49.5646	52.9286	51.6477	53.1514	51.6975	49.2606	50.4263	53.4581	46.7749	51.7445	55.1690	54.2442	52.2185	51.8488	50.6614	50.4409	47.8750	51.9701	49.4005	51.8910	49.9036	54.2051	50.2546	53.0016	51.7582	50.6575	46.3194	50.2942	47.1138	52.0722	49.1858	51.5250	46.6373	46.8186	53.7927	49.1476	51.2054	55.0283	53.8190	47.1345	48.5182	50.3409	54.0852	49.2033	47.7281	49.5772	51.4351	47.5872	49.7149	49.3989	51.4786	48.8384	49.0330	53.9864	48.1106	49.9567	51.9679	51.8230	48.3136	51.1507	52.2244	52.2098	52.3529	52.7157	52.7640	49.3739	54.2432	57.2233	55.4167	49.6705	52.9739	54.3965	49.5276	49.1736	50.1689	52.7157	52.7942	52.1585	52.3486	50.7695	53.6295	55.2356	53.5447	53.8013
0.0000	8.0000	8.0000	8.0000	8.0000	8.0000	8.0000	8.0000	8.0000	8.0000	8.0000	8.0000	8.0000	8.0000	8.0000	8.0000	8.0000	8.0000	8.0000	8.0000	8.0000	8.0000	8.0000	8.0000	8.0000	8.0000	8.0000	8.0000	8.0000	8.0000	8.0000	8.0000	8.0000	8.0000	8.0000	8.0000	8.0000	8.0000	8.0000	8.0000	8.0000	8.0000	8.0000	8.0000	8.0000	8.0000	8.0000	8.0000	8.0000	8.0000	8.0000	8.0000	8.0000	8.0000	8.0000	8.0000	8.0000	8.0000	8.0000	8.0000	8.0000	8.0000	8.0000	8.0000	8.0000	8.0000	8.0000	8.0000	8.0000	8.0000	8.0000	8.0000	8.0000	8.0000	8.0000	8.0000	8.0000	8.0000	8.0000	8.0000	8.0000	8.0000	8.0000	8.0000	8.0000	8.0000	8.0000	8.0000	8.0000	8.0000	8.0000	8.0000	8.0000	8.0000	8.0000	8.0000	8.0000	8.0000	8.0000	8.0000
0.0000	20.0000	20.0000	20.0000	20.0000	20.0000	20.0000	20.0000	20.0000	20.0000	20.0000	20.0000	20.0000	20.0000	20.0000	20.0000	20.0000	20.0000	20.0000	20.0000	20.0000	20.0000	20.0000	20.0000	20.0000	20.0000	20.0000	20.0000	20.0000	20.0000	20.0000	20.0000	20.0000	20.0000	20.0000	20.0000	20.0000	20.0000	20.0000	20.0000	20.0000	20.0000	20.0000	20.0000	20.0000	20.0000	20.0000	20.0000	20.0000	20.0000	20.0000	20.0000	20.0000	20.0000	20.0000	20.0000	20.0000	20.0000	20.0000	20.0000	20.0000	20.0000	20.0000	20.0000	20.0000	20.0000	20.0000	20.0000	20.0000	20.0000	20.0000	20.0000	20.0000	20.0000	20.0000	20.0000	20.0000	20.0000	20.0000	20.0000	20.0000	20.0000	20.0000	20.0000	20.0000	20.0000	20.0000	20.0000	20.0000	20.0000	20.0000	20.0000	20.0000	20.0000	20.0000	20.0000	20.0000	20.0000	20.0000	20.0000
0.0000	15.0000	15.0000	15.0000	15.0000	15.0000	15.0000	15.0000	15.0000	15.0000	15.0000	15.0000	15.0000	15.0000	15.0000	15.0000	15.0000	15.0000	15.0000	15.0000	15.0000	15.0000	15.0000	15.0000	15.0000	15.0000	15.0000	15.0000	15.0000	15.0000	15.0000	15.0000	15.0000	15.0000	15.0000	15.0000	15.0000	15.0000	15.0000	15.0000	15.0000	15.0000	15.0000	15.0000	15.0000	15.0000	15.0000	15.0000	15.0000	15.0000	15.0000	15.0000	15.0000	15.0000	15.0000	15.0000	15.0000	15.0000	15.0000	15.0000	15.0000	15.0000	15.0000	15.0000	15.0000	15.0000	15.0000	15.0000	15.0000	15.0000	15.0000	15.0000	15.0000	15.0000	15.0000	15.0000	15.0000	15.0000	15.0000	15.0000	15.0000	15.0000	15.0000	15.0000	15.0000	15.0000	15.0000	15.0000	15.0000	15.0000	15.0000	15.0000	15.0000	15.0000	15.0000	15.0000	15.0000	15.0000	15.0000	15.0000
0.0000	2.0000	2.0000	2.0000	2.0000	2.0000	2.0000	2.0000	2.0000	2.0000	2.0000	2.0000	2.0000	2.0000	2.0000	2.0000	2.0000	2.0000	2.0000	2.0000	2.0000	2.0000	2.0000	2.0000	2.0000	2.0000	2.0000	2.0000	2.0000	2.0000	2.0000	2.0000	2.0000	2.0000	2.0000	2.0000	2.0000	2.0000	2.0000	2.0000	2.0000	2.0000	2.0000	2.0000	2.0000	2.0000	2.0000	2.0000	2.0000	2.0000	2.0000	2.0000	2.0000	2.0000	2.0000	2.0000	2.0000	2.0000	2.0000	2.0000	2.0000	2.0000	2.0000	2.0000	2.0000	2.0000	2.0000	2.0000	2.0000	2.0000	2.0000	2.0000	2.0000	2.0000	2.0000	2.0000	2.0000	2.0000	2.0000	2.0000	2.0000	2.0000	2.0000	2.0000	2.0000	2.0000	2.0000	2.0000	2.0000	2.0000	2.0000	2.0000	2.0000	2.0000	2.0000	2.0000	2.0000	2.0000	2.0000	2.0000
