2.1378	2.1378	2.4003	2.9257	2.9257	2.9257	2.9257	2.9257	2.9257	2.9257	2.9257	2.9257	2.9839	2.9839	2.9839	2.9839	2.9839	2.9839	2.9839	2.9839	2.9839	2.9839	2.9839	2.9839	2.9839	2.9839	2.9839	2.9839	2.9839	2.9839	2.9839	3.0359	3.0359	3.0359	3.0359	3.0359	3.0359	3.0359	3.0359	3.0359	3.0359	3.0359	3.0359	3.0359	3.0359	3.0359	3.0359	3.0359	3.0359	3.0359	3.0359	3.0359	3.0359	3.0359	3.0359	3.0359	3.0359	3.0359	3.0359	3.0359	3.0359	3.0359	3.0359	3.0359	3.0359	3.0359	3.0359	3.0359	3.0359	3.0359	3.0359	3.0359	3.0359	3.0359	3.0359	3.0359	3.0359	3.0359	3.0359	3.0359	3.0359	3.0359	3.0359	3.0359	3.0359	3.0359	3.0359	3.0359	3.0359	3.0359	3.0359	3.0359	3.0359	3.0359	3.0359	3.0359	3.0359	3.0359	3.0359	3.0359
0.6605	0.6005	0.5938	0.5860	0.5944	0.5962	0.5213	0.4884	0.5477	0.4423	0.3822	0.3205	0.4072	0.3406	0.3816	0.3933	0.3792	0.4465	0.3639	0.4070	0.4051	0.4446	0.3596	0.3249	0.3837	0.3743	0.3473	0.4110	0.3883	0.3722	0.4220	0.3272	0.4343	0.3699	0.3994	0.3742	0.3725	0.4161	0.3964	0.4437	0.4627	0.3911	0.4870	0.4475	0.4388	0.4397	0.4288	0.3856	0.4543	0.4174	0.3410	0.4177	0.4023	0.3708	0.4041	0.4319	0.4361	0.3508	0.3459	0.3468	0.4008	0.3782	0.4635	0.3955	0.3931	0.3859	0.4115	0.4468	0.3668	0.3322	0.4296	0.3703	0.3997	0.4550	0.5311	0.3873	0.3990	0.4071	0.3929	0.4174	0.4378	0.4328	0.3664	0.4203	0.4542	0.4261	0.3789	0.3576	0.3654	0.4184	0.4140	0.4331	0.4182	0.4830	0.4592	0.3997	0.3260	0.4123	0.3663	0.3593
50.0000	37.0000	37.0000	37.0000	37.0000	37.0000	37.0000	37.0000	37.0000	37.0000	37.0000	37.0000	37.0000	37.0000	37.0000	37.0000	37.0000	37.0000	37.0000	37.0000	37.0000	37.0000	37.0000	37.0000	37.0000	37.0000	37.0000	37.0000	37.0000	37.0000	37.0000	37.0000	37.0000	37.0000	37.0000	37.0000	37.0000	37.0000	37.0000	37.0000	37.0000	37.0000	37.0000	37.0000	37.0000	37.0000	37.0000	37.0000	37.0000	37.0000	37.0000	37.0000	37.0000	37.0000	37.0000	37.0000	37.0000	37.0000	37.0000	37.0000	37.0000	37.0000	37.0000	37.0000	37.0000	37.0000	37.0000	37.0000	37.0000	37.0000	37.0000	37.0000	37.0000	37.0000	37.0000	37.0000	37.0000	37.0000	37.0000	37.0000	37.0000	37.0000	37.0000	37.0000	37.0000	37.0000	37.0000	37.0000	37.0000	37.0000	37.0000	37.0000	37.0000	37.0000	37.0000	37.0000	37.0000	37.0000	37.0000	37.0000
0.8760	0.9362	0.9203	0.9498	0.9883	0.9589	0.8799	0.8681	0.9487	1.0309	0.8056	0.7851	0.8868	0.8285	0.8903	0.7687	0.9179	0.9329	0.9146	0.7993	0.8736	0.8162	0.7936	0.8291	0.8479	0.8207	0.8508	0.9646	0.8427	0.8437	0.8860	0.8674	0.8760	0.8739	0.8752	0.7643	0.8081	0.8895	0.9111	0.8611	0.8729	0.8307	0.9148	0.8911	0.8702	0.9189	0.8204	0.8241	0.9979	0.8297	0.7038	0.8373	0.9048	0.7766	0.9018	0.8501	0.8127	0.9169	0.7804	1.0084	0.8764	0.8280	0.9567	0.8545	0.9410	0.8726	0.8196	0.8199	0.8504	0.8657	0.9284	0.8248	0.8154	0.8514	0.9364	0.8230	0.8403	1.0082	0.8429	0.9053	0.8426	0.8372	0.8384	0.7996	0.9647	0.8859	0.7916	0.7854	0.8676	0.9127	0.8429	0.9906	0.8720	0.8793	0.9621	0.9450	0.7729	0.8936	0.8399	0.7814
0.4138	0.0380	0.0062	0.0466	0.0157	0.0183	0.0070	0.0289	0.0187	0.0133	0.0120	0.0099	0.0131	0.0326	0.0060	0.0306	0.0142	0.0060	0.0179	0.0142	0.0390	0.0390	0.0231	0.0089	0.0170	0.0142	0.0098	0.0269	0.0390	0.0079	0.0354	0.0101	0.0101	0.0110	0.0098	0.0262	0.0211	0.0101	0.0302	0.0112	0.0201	0.0188	0.0245	0.0279	0.0123	0.0268	0.0264	0.0101	0.0032	0.0059	0.0062	0.0142	0.0201	0.0084	0.0429	0.0185	0.0293	0.0062	0.0164	0.0110	0.0201	0.0086	0.0142	0.0101	0.0111	0.0263	0.0152	0.0063	0.0111	0.0101	0.0072	0.0263	0.0110	0.0096	0.0364	0.0151	0.0167	0.0175	0.0111	0.0161	0.0181	0.0320	0.0101	0.0079	0.0315	0.0076	0.0181	0.0361	0.0101	0.0148	0.0083	0.0146	0.0101	0.0142	0.0164	0.0095	0.0110	0.0181	0.0157	0.0142
0.0746	0.1802	0.1927	0.1986	0.2009	0.2114	0.1860	0.1595	0.1862	0.1955	0.1660	0.1451	0.1841	0.1453	0.1541	0.1345	0.1583	0.2054	0.1524	0.1596	0.1584	0.1570	0.1306	0.1592	0.1549	0.1488	0.1474	0.1859	0.1686	0.1406	0.1822	0.1487	0.1755	0.1514	0.1825	0.1665	0.1589	0.2049	0.1709	0.2034	0.1880	0.1755	0.1904	0.1942	0.1805	0.1728	0.1602	0.1603	0.1864	0.1527	0.1356	0.1716	0.1810	0.1470	0.1685	0.1709	0.1661	0.1851	0.1551	0.1668	0.1685	0.1661	0.2142	0.1579	0.1653	0.1676	0.1662	0.2107	0.1706	0.1435	0.1765	0.1581	0.1656	0.1765	0.2467	0.1701	0.1728	0.1622	0.1890	0.2111	0.1759	0.1735	0.1561	0.1713	0.1776	0.1850	0.1525	0.1419	0.1697	0.1734	0.1540	0.1923	0.1942	0.1816	0.1828	0.1775	0.1496	0.1980	0.1431	0.1419
0.0000	8.0000	8.0000	8.0000	8.0000	8.0000	8.0000	8.0000	8.0000	8.0000	8.0000	8.0000	8.0000	8.0000	8.0000	8.0000	8.0000	8.0000	8.0000	8.0000	8.0000	8.0000	8.0000	8.0000	8.0000	8.0000	8.0000	8.0000	8.0000	8.0000	8.0000	8.0000	8.0000	8.0000	8.0000	8.0000	8.0000	8.0000	8.0000	8.0000	8.0000	8.0000	8.0000	8.0000	8.0000	8.0000	8.0000	8.0000	8.0000	8.0000	8.0000	8.0000	8.0000	8.0000	8.0000	8.0000	8.0000	8.0000	8.0000	8.0000	8.0000	8.0000	8.0000	8.0000	8.0000	8.0000	8.0000	8.0000	8.0000	8.0000	8.0000	8.0000	8.0000	8.0000	8.0000	8.0000	8.0000	8.0000	8.0000	8.0000	8.0000	8.0000	8.0000	8.0000	8.0000	8.0000	8.0000	8.0000	8.0000	8.0000	8.0000	8.0000	8.0000	8.0000	8.0000	8.0000	8.0000	8.0000	8.0000	8.0000
0.0000	20.0000	20.0000	20.0000	20.0000	20.0000	20.0000	20.0000	20.0000	20.0000	20.0000	20.0000	20.0000	20.0000	20.0000	20.0000	20.0000	20.0000	20.0000	20.0000	20.0000	20.0000	20.0000	20.0000	20.0000	20.0000	20.0000	20.0000	20.0000	20.0000	20.0000	20.0000	20.0000	20.0000	20.0000	20.0000	20.0000	20.0000	20.0000	20.0000	20.0000	20.0000	20.0000	20.0000	20.0000	20.0000	20.0000	20.0000	20.0000	20.0000	20.0000	20.0000	20.0000	20.0000	20.0000	20.0000	20.0000	20.0000	20.0000	20.0000	20.0000	20.0000	20.0000	20.0000	20.0000	20.0000	20.0000	20.0000	20.0000	20.0000	20.0000	20.0000	20.0000	20.0000	20.0000	20.0000	20.0000	20.0000	20.0000	20.0000	20.0000	20.0000	20.0000	20.0000	20.0000	20.0000	20.0000	20.0000	20.0000	20.0000	20.0000	20.0000	20.0000	20.0000	20.0000	20.0000	20.0000	20.0000	20.0000	20.0000
0.0000	15.0000	15.0000	15.0000	15.0000	15.0000	15.0000	15.0000	15.0000	15.0000	15.0000	15.0000	15.0000	15.0000	15.0000	15.0000	15.0000	15.0000	15.0000	15.0000	15.0000	15.0000	15.0000	15.0000	15.0000	15.0000	15.0000	15.0000	15.0000	15.0000	15.0000	15.0000	15.0000	15.0000	15.0000	15.0000	15.0000	15.0000	15.0000	15.0000	15.0000	15.0000	15.0000	15.0000	15.0000	15.0000	15.0000	15.0000	15.0000	15.0000	15.0000	15.0000	15.0000	15.0000	15.0000	15.0000	15.0000	15.0000	15.0000	15.0000	15.0000	15.0000	15.0000	15.0000	15.0000	15.0000	15.0000	15.0000	15.0000	15.0000	15.0000	15.0000	15.0000	15.0000	15.0000	15.0000	15.0000	15.0000	15.0000	15.0000	15.0000	15.0000	15.0000	15.0000	15.0000	15.0000	15.0000	15.0000	15.0000	15.0000	15.0000	15.0000	15.0000	15.0000	15.0000	15.0000	15.0000	15.0000	15.0000	15.0000
0.0000	2.0000	2.0000	2.0000	2.0000	2.0000	2.0000	2.0000	2.0000	2.0000	2.0000	2.0000	2.0000	2.0000	2.0000	2.0000	2.0000	2.0000	2.0000	2.0000	2.0000	2.0000	2.0000	2.0000	2.0000	2.0000	2.0000	2.0000	2.0000	2.0000	2.0000	2.0000	2.0000	2.0000	2.0000	2.0000	2.0000	2.0000	2.0000	2.0000	2.0000	2.0000	2.0000	2.0000	2.0000	2.0000	2.0000	2.0000	2.0000	2.0000	2.0000	2.0000	2.0000	2.0000	2.0000	2.0000	2.0000	2.0000	2.0000	2.0000	2.0000	2.0000	2.0000	2.0000	2.0000	2.0000	2.0000	2.0000	2.0000	2.0000	2.0000	2.0000	2.0000	2.0000	2.0000	2.0000	2.0000	2.0000	2.0000	2.0000	2.0000	2.0000	2.0000	2.0000	2.0000	2.0000	2.0000	2.0000	2.0000	2.0000	2.0000	2.0000	2.0000	2.0000	2.0000	2.0000	2.0000	2.0000	2.0000	2.0000
0.0000	5.0000	5.0000	5.0000	5.0000	5.0000	5.0000	5.0000	5.0000	5.0000	5.0000	5.0000	5.0000	5.0000	5.0000	5.0000	5.0000	5.0000	5.0000	5.0000	5.0000	5.0000	5.0000	5.0000	5.0000	5.0000	5.0000	5.0000	5.0000	5.0000	5.0000	5.0000	5.0000	5.0000	5.0000	5.0000	5.0000	5.0000	5.0000	5.0000	5.0000	5.0000	5.0000	5.0000	5.0000	5.0000	5.0000	5.0000	5.0000	5.0000	5.0000	5.0000	5.0000	5.0000	5.0000	5.0000	5.0000	5.0000	5.0000	5.0000	5.0000	5.0000	5.0000	5.0000	5.0000	5.0000	5.0000	5.0000	5.0000	5.0000	5.0000	5.0000	5.0000	5.0000	5.0000	5.0000	5.0000	5.0000	5.0000	5.0000	5.0000	5.0000	5.0000	5.0000	5.0000	5.0000	5.0000	5.0000	5.0000	5.0000	5.0000	5.0000	5.0000	5.0000	5.0000	5.0000	5.0000	5.0000	5.0000	5.0000
0.0000	0.7500	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	0.8750	1.0000	1.0000	1.0000	0.3750	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	0.6250	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000
0.0000	0.1000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.1500	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.1000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0667	0.0000	0.0000	0.0000	0.1333	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0667	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
